game_year,pitcher,name,is_cohort,on_phi_2026,phi_season,frame,coverage,role,med_pitches_per_outing,games,n,swings,pa_end,usage,thin,pop_member,velo,ivb_in,spin,ext,hb_in,whiff_rate,rv100,xwoba,velo_final,ivb_in_final,spin_final,whiff_rate_final,rv100_final,g_velo,g_ivb_in,g_spin,g_whiff_rate,g_rv100,z_velo,z_ivb_in,z_spin,z_whiff_rate,z_rv100,shape_grade,results_grade,shape_score,results_score,ff_elite_shape_flag,ff_elite_results_flag,ff_elite_archetype_flag,ff_elite_composite,efc_score,archetype_tier
2020,665759,Ramón Rosso,False,False,True,PHI,COMPLETE,RP,28.0,7,126,60,16,0.6495,False,True,93.6317,13.2362,2527.9048,5.969,-0.8029,0.3,-1.1508,0.4925,94.6143,13.2362,2577.4461,0.2583,-0.4143,45.0,40.0,70.0,60.0,45.0,-0.3853,-1.0926,1.8708,0.8462,-0.3748,50.0,55.0,51.3094,52.357,False,False,False,55.0,51.8332,NOT ELITE
2022,663372,Ryan Feltner,False,False,False,VS_PHI,PARTIAL,SP,84.0,8,64,29,8,0.3902,True,False,93.9609,16.1662,2309.9531,6.4812,-7.7644,0.3448,-0.0172,0.6429,94.6159,16.1662,2342.9807,0.2583,-0.3113,45.0,50.0,50.0,60.0,50.0,-0.3845,0.2333,0.1389,0.8476,-0.1113,50.0,55.0,49.9591,53.6813,False,False,False,55.0,51.8202,NOT ELITE
2025,669093,MLBAM 669093,False,False,False,INCIDENTAL,PARTIAL,RP,11.5,13,97,48,25,0.5132,True,False,98.0918,19.4647,2219.4124,6.8206,-1.3423,0.2292,-4.1289,0.4678,98.2555,19.4647,2227.6693,0.2208,-0.6409,65.0,65.0,45.0,50.0,40.0,1.3511,1.726,-0.7128,0.0991,-0.9543,60.0,45.0,57.8809,45.7238,True,False,False,55.0,51.8024,SHAPE-ONLY
2023,668678,Zac Gallen,False,False,False,INCIDENTAL,PARTIAL,SP,100.0,9,111,61,25,0.4476,False,True,94.0009,17.1881,2325.1892,6.4468,-2.5503,0.1475,5.1378,0.39,94.4922,17.1881,2349.9598,0.1792,0.1793,45.0,55.0,50.0,45.0,60.0,-0.4435,0.6957,0.1905,-0.73,1.1434,50.0,55.0,51.4755,52.0671,False,False,False,55.0,51.7713,NOT ELITE
2025,680885,Spencer Schwellenbach,False,False,False,VS_PHI,PARTIAL,SP,85.5,5,88,46,20,0.3088,True,False,96.3648,15.2086,2318.0568,6.8875,-5.6823,0.3043,-1.1614,0.381,96.5285,15.2086,2326.3137,0.2545,-0.3912,55.0,50.0,50.0,60.0,45.0,0.5276,-0.2,0.0158,0.7711,-0.3157,50.0,55.0,51.1444,52.277,False,False,False,55.0,51.7107,NOT ELITE
2018,641438,Shane Carle,False,False,False,VS_PHI,PARTIAL,RP,20.0,15,101,52,18,0.4654,False,True,94.6644,14.3739,2244.7129,6.1257,-10.9723,0.2692,2.5129,0.3066,95.9744,14.3739,2310.7679,0.2404,-0.0864,55.0,45.0,50.0,55.0,55.0,0.2633,-0.5778,-0.099,0.4895,0.4639,50.0,55.0,48.6215,54.7672,False,False,False,55.0,51.6944,NOT ELITE
2023,656605,Mitch Keller,False,False,False,VS_PHI,PARTIAL,SP,100.0,6,78,41,9,0.2878,True,False,94.5756,14.7877,2405.7532,6.5359,-9.2477,0.2927,0.0244,0.5224,95.0669,14.7877,2430.5239,0.247,-0.3049,50.0,45.0,60.0,55.0,50.0,-0.1695,-0.3905,0.7855,0.6217,-0.0951,50.0,55.0,50.7518,52.6332,False,False,False,55.0,51.6925,NOT ELITE
2018,448855,Junior Guerra,False,False,False,INCIDENTAL,PARTIAL,SP,82.0,12,81,37,14,0.3649,True,False,93.3284,17.117,2258.3457,6.2469,-5.6919,0.2162,3.3691,0.428,94.6384,17.117,2324.4008,0.2146,-0.0715,45.0,55.0,50.0,50.0,55.0,-0.3738,0.6636,0.0017,-0.0233,0.5021,50.0,55.0,50.9715,52.3942,False,False,False,55.0,51.6829,NOT ELITE
2021,450203,Charlie Morton,False,False,False,FILE,COMPLETE,SP,94.0,33,1075,526,156,0.3599,False,True,95.5225,12.5201,2340.4795,6.2951,-12.9954,0.2357,0.325,0.374,96.3413,12.5201,2381.7639,0.2336,-0.0031,55.0,35.0,55.0,55.0,55.0,0.4383,-1.4167,0.4254,0.3548,0.6769,50.0,55.0,48.1564,55.1587,False,False,False,55.0,51.6576,NOT ELITE
2020,592836,Taijuan Walker,False,True,False,FILE,COMPLETE,SP,88.0,11,338,143,47,0.3824,False,True,93.1586,18.3983,2134.7418,6.1802,-6.8176,0.2308,1.1033,0.4118,94.1411,18.3983,2184.2831,0.2259,0.0118,45.0,60.0,40.0,50.0,55.0,-0.6109,1.2434,-1.0333,0.2018,0.7151,50.0,55.0,48.6639,54.5844,False,False,False,55.0,51.6241,NOT ELITE
2025,680684,MLBAM 680684,False,False,False,INCIDENTAL,PARTIAL,SP,92.0,3,67,31,15,0.3454,True,False,93.5836,18.2991,2388.0448,6.7716,-7.757,0.2258,0.5866,0.4952,93.7473,18.2991,2396.3017,0.2179,-0.2754,40.0,60.0,55.0,50.0,50.0,-0.7987,1.1985,0.5328,0.0426,-0.0194,50.0,50.0,53.1085,50.1161,False,False,False,50.0,51.6123,NOT ELITE
2021,458681,Lance Lynn,False,False,False,INCIDENTAL,PARTIAL,UNK,,11,74,31,11,0.3592,True,False,93.6284,15.1427,2427.1486,6.3311,-5.6254,0.2581,1.3216,0.2197,94.4471,15.1427,2468.4331,0.2294,-0.2232,45.0,50.0,60.0,55.0,50.0,-0.465,-0.2299,1.0656,0.2715,0.1141,50.0,55.0,51.2356,51.9281,False,False,False,55.0,51.5818,NOT ELITE
2024,669358,Shane Baz,False,False,False,VS_PHI,PARTIAL,SP,78.0,3,56,27,13,0.4828,True,False,94.725,17.46,2415.6607,6.6357,-9.3814,0.1481,1.9661,0.2249,95.0525,17.46,2432.1745,0.1923,-0.2159,50.0,60.0,60.0,45.0,50.0,-0.1763,0.8188,0.7977,-0.4679,0.1327,55.0,50.0,54.8006,48.3238,False,False,False,55.0,51.5622,NOT ELITE
2022,608032,Carlos Estévez,False,False,False,FILE,COMPLETE,RP,16.0,62,721,386,170,0.7062,False,True,97.5154,14.5819,2240.8669,6.3026,-10.0199,0.2098,0.2123,0.3419,98.1704,14.5819,2273.8944,0.2103,-0.1125,65.0,45.0,45.0,50.0,55.0,1.3105,-0.4837,-0.3714,-0.1094,0.3971,50.0,55.0,51.5183,51.4386,False,False,False,55.0,51.4784,NOT ELITE
2021,642152,Lou Trivino,False,True,False,FILE,COMPLETE,RP,15.0,66,311,165,97,0.2642,False,True,95.6373,14.6894,2010.8689,6.6167,-8.1955,0.2848,1.4804,0.3343,96.4561,14.6894,2052.1533,0.2668,0.0748,55.0,45.0,30.0,60.0,60.0,0.493,-0.435,-2.0093,1.016,0.8761,45.0,60.0,43.4957,59.4606,False,True,False,55.0,51.4781,RESULTS-ONLY
2021,645261,Sandy Alcantara,False,False,False,FILE,COMPLETE,SP,95.0,32,668,369,163,0.2158,False,True,98.0669,13.7646,2238.9192,5.9048,-10.5952,0.2331,-0.221,0.3022,98.8857,13.7646,2280.2036,0.2305,-0.2876,65.0,40.0,45.0,55.0,50.0,1.6516,-0.8535,-0.3248,0.2928,-0.0507,50.0,55.0,51.5777,51.2104,False,False,False,55.0,51.3941,NOT ELITE
2020,605400,Aaron Nola,False,True,True,PHI,COMPLETE,SP,93.5,12,280,116,37,0.2439,False,True,92.8493,13.833,2180.3441,6.9671,-13.7919,0.3017,1.7446,0.3758,93.8318,13.833,2229.8854,0.273,0.0971,40.0,40.0,45.0,60.0,60.0,-0.7584,-0.8226,-0.6965,1.1402,0.9332,40.0,60.0,42.4084,60.3667,False,True,False,50.0,51.3875,RESULTS-ONLY
2025,642016,Daniel Robert,False,False,True,PHI,COMPLETE,RP,16.0,15,59,25,15,0.2314,True,False,96.2661,15.419,2450.9322,6.0441,-7.9892,0.28,-4.6763,0.4541,96.4299,15.419,2459.1891,0.2341,-0.5531,55.0,50.0,60.0,55.0,45.0,0.4805,-0.1049,0.9973,0.3641,-0.7299,55.0,50.0,54.5764,48.1708,False,False,False,55.0,51.3736,NOT ELITE
2019,571656,Buck Farmer,False,False,False,INCIDENTAL,PARTIAL,RP,20.5,16,63,25,11,0.5385,True,False,94.7937,16.4819,2320.5556,5.8603,-11.5162,0.24,-1.0238,0.4293,95.9399,16.4819,2378.3537,0.2217,-0.3668,50.0,55.0,55.0,50.0,45.0,0.2469,0.3761,0.4002,0.1183,-0.2534,55.0,50.0,53.4107,49.3242,False,False,False,55.0,51.3675,NOT ELITE
2025,656848,MLBAM 656848,False,False,False,VS_PHI,PARTIAL,RP,19.0,12,89,60,32,0.5933,True,False,97.2652,18.4544,2301.4831,6.4517,-8.036,0.1667,-1.2944,0.4731,97.4289,18.4544,2309.74,0.1893,-0.4019,60.0,65.0,50.0,45.0,45.0,0.9569,1.2688,-0.1066,-0.5276,-0.3432,60.0,45.0,57.0636,45.6462,True,False,False,55.0,51.3549,SHAPE-ONLY
2019,518886,Craig Kimbrel,False,False,False,FILE,COMPLETE,RP,18.0,22,251,121,36,0.6403,False,True,96.202,14.6845,2322.9522,6.31,-10.2287,0.2479,-1.0179,0.5831,97.3483,14.6845,2380.7504,0.2371,-0.4583,60.0,45.0,55.0,55.0,45.0,0.9185,-0.4373,0.4179,0.4236,-0.4873,55.0,50.0,52.9971,49.6818,False,False,False,55.0,51.3394,NOT ELITE
2024,656605,Mitch Keller,False,False,False,VS_PHI,PARTIAL,SP,95.0,8,60,26,10,0.339,True,False,94.15,14.95,2393.9167,6.455,-9.292,0.3077,1.2317,0.2483,94.4775,14.95,2410.4304,0.2434,-0.2468,45.0,45.0,55.0,55.0,50.0,-0.4505,-0.3171,0.6371,0.5501,0.0537,50.0,55.0,49.5651,53.0187,False,False,False,55.0,51.2919,NOT ELITE
2023,641729,Joe Jimenez,False,False,False,VS_PHI,PARTIAL,RP,16.0,15,77,47,14,0.6311,True,False,95.6234,17.9455,2449.4935,7.1338,-9.6717,0.1489,-2.3909,0.4584,96.1146,17.9455,2474.2642,0.1841,-0.4655,55.0,60.0,60.0,45.0,45.0,0.3302,1.0385,1.1086,-0.6317,-0.5057,60.0,45.0,58.2576,44.3132,True,False,False,55.0,51.2854,SHAPE-ONLY
2025,592791,Jameson Taillon,False,False,False,FILE,COMPLETE,SP,87.5,6,220,103,51,0.4207,False,True,92.6314,18.2127,2309.3909,6.7886,-8.2424,0.2039,1.8268,0.2972,92.7951,18.2127,2317.6478,0.2073,0.0351,35.0,60.0,50.0,50.0,60.0,-1.2528,1.1594,-0.0482,-0.1694,0.7747,50.0,55.0,49.528,53.0264,False,False,False,55.0,51.2772,NOT ELITE
2019,571945,Miles Mikolas,False,False,False,FILE,COMPLETE,SP,93.5,31,774,393,187,0.27,False,True,93.703,14.8228,2301.8385,6.2286,-5.8659,0.2239,0.4021,0.3144,94.8492,14.8228,2359.6367,0.2226,-0.0242,45.0,45.0,55.0,50.0,55.0,-0.2732,-0.3747,0.2619,0.136,0.623,50.0,55.0,48.7135,53.795,False,False,False,55.0,51.2542,NOT ELITE
2025,675848,MLBAM 675848,False,False,False,INCIDENTAL,PARTIAL,UNK,,7,79,41,16,0.7745,True,False,96.7506,11.9073,2586.7848,6.1506,-1.0041,0.2195,-0.4886,0.2137,96.9144,11.9073,2595.0417,0.2161,-0.3395,55.0,35.0,70.0,50.0,50.0,0.7116,-1.694,2.0008,0.0058,-0.1835,55.0,50.0,53.3944,49.1113,False,False,False,55.0,51.2528,NOT ELITE
2024,693433,MLBAM 693433,False,False,False,VS_PHI,PARTIAL,SP,92.0,3,56,31,13,0.4956,True,False,94.4661,15.2743,2259.8393,6.625,-9.96,0.3226,3.4571,0.225,94.7936,15.2743,2276.3531,0.2524,-0.1426,45.0,50.0,45.0,55.0,55.0,-0.2998,-0.1703,-0.3532,0.7293,0.3201,45.0,55.0,47.2555,55.247,False,False,False,50.0,51.2512,NOT ELITE
2025,681190,Randy Vásquez,False,False,False,INCIDENTAL,PARTIAL,UNK,,4,56,29,15,0.2679,True,False,94.0679,15.7971,2438.9821,6.1411,-8.9871,0.2759,-0.3768,0.4667,94.2316,15.7971,2447.239,0.2348,-0.331,45.0,50.0,60.0,55.0,50.0,-0.5678,0.0663,0.909,0.379,-0.1618,50.0,55.0,51.3583,51.0862,False,False,False,55.0,51.2223,NOT ELITE
2022,518886,Craig Kimbrel,False,False,False,FILE,COMPLETE,RP,15.0,63,738,346,105,0.6852,False,True,95.7721,14.4894,2263.9282,6.7138,-10.4472,0.2341,0.1551,0.3311,96.4271,14.4894,2296.9557,0.2312,-0.1326,55.0,45.0,50.0,55.0,55.0,0.4792,-0.5255,-0.201,0.3077,0.3456,50.0,55.0,49.1754,53.2666,False,False,False,55.0,51.221,NOT ELITE
2020,592390,Heath Hembree,False,False,True,PHI,COMPLETE,RP,18.0,12,123,57,19,0.5829,False,True,93.9049,17.1971,2513.2602,6.5943,-10.7249,0.2632,-5.2626,0.7739,94.8874,17.1971,2562.8015,0.2386,-0.8316,45.0,55.0,70.0,55.0,35.0,-0.2551,0.6998,1.7626,0.4539,-1.4422,55.0,45.0,57.3578,45.0588,False,False,False,50.0,51.2083,NOT ELITE
2023,665152,Dean Kremer,False,False,False,INCIDENTAL,PARTIAL,SP,95.0,9,75,36,17,0.3641,True,False,94.252,17.1984,2337.7067,6.2427,-9.376,0.1944,1.9147,0.3095,94.7433,17.1984,2362.4773,0.2061,-0.1834,45.0,55.0,55.0,50.0,50.0,-0.3238,0.7004,0.2829,-0.1933,0.2157,50.0,50.0,52.1984,50.1122,False,False,False,50.0,51.1553,NOT ELITE
2025,640448,Kyle Finnegan,False,False,False,VS_PHI,PARTIAL,RP,18.0,8,64,30,18,0.5664,True,False,96.0406,17.9962,2220.2656,6.6469,-10.5,0.1667,3.1766,0.3779,96.2044,17.9962,2228.5225,0.1973,-0.1332,55.0,60.0,45.0,45.0,55.0,0.373,1.0614,-0.7065,-0.37,0.3443,55.0,50.0,52.4263,49.8713,False,False,False,55.0,51.1488,NOT ELITE
2025,680767,Victor Vodnik,False,False,False,INCIDENTAL,PARTIAL,RP,7.0,10,59,27,15,0.5619,True,False,98.4271,14.0888,2288.5593,6.6627,-6.2847,0.2222,1.061,0.4363,98.5909,14.0888,2296.8162,0.2164,-0.2569,65.0,45.0,50.0,50.0,50.0,1.511,-0.7068,-0.2021,0.0119,0.0278,55.0,50.0,52.0072,50.1984,False,False,False,55.0,51.1028,NOT ELITE
2025,694477,Chad Patrick,False,False,False,FILE,COMPLETE,SP,86.0,15,263,130,58,0.2437,False,True,93.8042,16.7995,2323.289,6.1536,-6.9887,0.2462,0.1909,0.3135,93.9679,16.7995,2331.5459,0.2363,-0.2272,45.0,55.0,50.0,55.0,50.0,-0.6935,0.5199,0.0545,0.4093,0.1038,50.0,55.0,49.6027,52.5657,False,False,False,55.0,51.0842,NOT ELITE
2021,663474,Triston McKenzie,False,False,False,INCIDENTAL,PARTIAL,UNK,,13,135,61,31,0.6279,False,True,91.9222,19.7893,2260.7185,6.7793,-3.6791,0.1639,2.6822,0.2865,92.741,19.7893,2302.0029,0.1877,0.0049,35.0,70.0,50.0,45.0,55.0,-1.2786,1.8729,-0.1638,-0.5598,0.6974,50.0,50.0,51.435,50.6882,False,False,False,50.0,51.0616,NOT ELITE
2024,641729,Joe Jimenez,False,False,False,VS_PHI,PARTIAL,RP,12.0,11,60,30,17,0.4511,True,False,94.755,17.682,2389.3167,7.255,-9.32,0.1667,-0.0567,0.3463,95.0825,17.682,2405.8304,0.1973,-0.3144,50.0,60.0,55.0,45.0,50.0,-0.162,0.9192,0.6032,-0.37,-0.1192,55.0,50.0,54.5346,47.5539,False,False,False,55.0,51.0442,NOT ELITE
2025,601713,Nick Pivetta,False,False,False,VS_PHI,PARTIAL,SP,97.0,5,163,77,44,0.4148,False,True,93.8982,19.7956,2339.9877,6.7742,-3.3048,0.1818,-0.1871,0.402,94.0619,19.7956,2348.2446,0.1952,-0.3101,45.0,70.0,50.0,45.0,50.0,-0.6487,1.8757,0.1778,-0.4106,-0.1084,55.0,50.0,54.6826,47.4053,False,False,False,55.0,51.044,NOT ELITE
2019,545333,Trevor Bauer,False,False,False,INCIDENTAL,PARTIAL,SP,89.0,15,142,74,25,0.4551,False,True,94.6958,17.3544,2519.7394,6.2514,-10.0961,0.1757,-3.2197,0.5504,95.842,17.3544,2577.5376,0.192,-0.6636,50.0,60.0,70.0,45.0,40.0,0.2002,0.771,1.8715,-0.474,-1.0125,60.0,45.0,59.4754,42.5674,True,False,False,55.0,51.0214,SHAPE-ONLY
2025,686752,Ryan Pepiot,False,False,False,FILE,COMPLETE,SP,89.5,9,302,147,75,0.4131,False,True,94.8709,19.5564,2400.6821,6.793,-7.7293,0.2109,-1.8278,0.4166,95.0346,19.5564,2408.939,0.2116,-0.6554,50.0,70.0,55.0,50.0,40.0,-0.1848,1.7675,0.6261,-0.0832,-0.9915,60.0,45.0,57.3625,44.6266,True,False,False,55.0,50.9945,SHAPE-ONLY
2018,593144,Richard Rodriguez,False,False,False,VS_PHI,PARTIAL,RP,28.0,16,97,45,12,0.6831,True,False,93.0289,15.506,2372.0103,6.5887,-12.2388,0.2667,-0.5629,0.2914,94.3389,15.506,2438.0654,0.2372,-0.3479,45.0,50.0,60.0,55.0,50.0,-0.5166,-0.0655,0.8413,0.4269,-0.2049,50.0,55.0,50.8638,51.1098,False,False,False,55.0,50.9868,NOT ELITE
2018,605182,Mike Clevinger,False,False,False,INCIDENTAL,PARTIAL,UNK,,13,88,44,15,0.4972,True,False,93.2466,15.7732,2272.125,6.6409,-7.0623,0.2273,2.9443,0.362,94.5566,15.7732,2338.1801,0.2196,-0.0828,45.0,50.0,50.0,50.0,55.0,-0.4128,0.0554,0.1035,0.0758,0.4731,50.0,55.0,49.1536,52.7444,False,False,False,55.0,50.949,NOT ELITE
2020,608032,Carlos Estévez,False,False,False,FILE,COMPLETE,RP,16.5,26,268,144,77,0.6147,False,True,96.9086,15.1093,2167.5448,6.3746,-8.6499,0.25,-0.4213,0.3596,97.8911,15.1093,2217.0861,0.2398,-0.347,60.0,50.0,40.0,55.0,50.0,1.1773,-0.245,-0.791,0.4782,-0.2027,50.0,55.0,50.471,51.3775,False,False,False,55.0,50.9243,NOT ELITE
2019,592789,Noah Syndergaard,False,False,False,VS_PHI,PARTIAL,SP,82.5,14,96,51,18,0.2347,True,False,97.5125,14.81,2177.2604,6.5031,-6.7325,0.3137,-3.8406,0.3939,98.6588,14.81,2235.0586,0.2613,-0.6145,65.0,45.0,45.0,60.0,40.0,1.5434,-0.3804,-0.6582,0.9065,-0.8868,50.0,50.0,51.6824,50.0988,False,False,False,50.0,50.8906,NOT ELITE
2023,543518,Scott McGough,False,False,False,VS_PHI,PARTIAL,RP,20.0,14,66,26,11,0.5593,True,False,93.2803,18.2164,2326.6212,5.7212,-8.26,0.2308,0.0712,0.3429,93.7716,18.2164,2351.3919,0.219,-0.3057,40.0,60.0,50.0,50.0,50.0,-0.7872,1.1611,0.201,0.0644,-0.097,50.0,50.0,51.9164,49.8371,False,False,False,50.0,50.8767,NOT ELITE
2024,605400,Aaron Nola,False,True,True,PHI,COMPLETE,SP,96.0,33,887,389,200,0.2781,False,True,92.4862,14.6289,2307.1353,6.9824,-11.9326,0.2237,0.9829,0.2896,92.8138,14.6289,2323.6491,0.2224,0.2617,40.0,45.0,50.0,50.0,65.0,-1.2439,-0.4624,-0.0039,0.1311,1.3542,45.0,60.0,44.2993,57.4264,False,True,False,55.0,50.8629,RESULTS-ONLY
2022,642547,Freddy Peralta,False,False,False,VS_PHI,PARTIAL,SP,89.0,6,77,37,11,0.5704,True,False,92.5922,17.4623,2385.4675,7.0,-9.6499,0.2162,0.8455,0.341,93.2472,17.4623,2418.4951,0.2146,-0.2508,40.0,60.0,55.0,50.0,50.0,-1.0372,0.8198,0.6967,-0.0233,0.0435,50.0,50.0,51.5977,50.1013,False,False,False,50.0,50.8495,NOT ELITE
2024,663432,Tanner Rainey,False,False,False,VS_PHI,PARTIAL,RP,25.0,9,76,39,23,0.6496,True,False,94.3105,18.5289,2390.9342,6.2579,-10.1763,0.1795,-1.6105,0.4925,94.638,18.5289,2407.448,0.1996,-0.4127,45.0,65.0,55.0,45.0,45.0,-0.374,1.3025,0.6151,-0.3229,-0.3706,55.0,45.0,55.1455,46.5325,False,False,False,50.0,50.839,NOT ELITE
2019,544931,Stephen Strasburg,False,False,False,VS_PHI,PARTIAL,SP,92.0,10,109,53,19,0.2802,False,True,94.078,14.8349,2149.6972,6.8789,-9.6484,0.3396,0.5101,0.2854,95.2243,14.8349,2207.4954,0.2748,-0.252,50.0,45.0,40.0,60.0,50.0,-0.0944,-0.3692,-0.8618,1.1765,0.0403,45.0,55.0,45.5818,56.0843,False,False,False,50.0,50.8331,NOT ELITE
2018,450203,Charlie Morton,False,False,False,FILE,COMPLETE,SP,95.0,30,835,384,126,0.3106,False,True,96.1049,12.5011,2242.9677,5.9731,-14.1249,0.2292,0.2423,0.3568,97.4149,12.5011,2309.0227,0.2272,-0.0802,60.0,35.0,50.0,50.0,55.0,0.9503,-1.4253,-0.1119,0.2267,0.4798,50.0,55.0,48.0435,53.5328,False,False,False,55.0,50.7881,NOT ELITE
2020,518876,Merrill Kelly,False,False,False,FILE,COMPLETE,SP,96.0,5,117,48,22,0.2474,False,True,92.1111,16.1272,2436.3248,6.3923,-6.0769,0.2292,0.3197,0.2668,93.0936,16.1272,2485.8661,0.2208,-0.2655,40.0,50.0,60.0,50.0,50.0,-1.1105,0.2156,1.1943,0.0991,0.0059,50.0,50.0,50.9983,50.5249,False,False,False,50.0,50.7616,NOT ELITE
2025,434378,Justin Verlander,False,False,False,TEAM,COMPLETE,SP,90.0,8,246,124,61,0.4362,False,True,94.3496,18.7595,2431.9634,6.0439,-8.9059,0.1774,-0.8049,0.4107,94.5133,18.7595,2440.2203,0.1887,-0.4168,45.0,65.0,60.0,45.0,45.0,-0.4334,1.4068,0.8572,-0.5406,-0.3811,55.0,45.0,56.102,45.3913,False,False,False,50.0,50.7467,NOT ELITE
2021,669456,Shane Bieber,False,False,False,INCIDENTAL,PARTIAL,UNK,,8,59,28,14,0.3907,True,False,92.6356,18.2054,2316.7069,6.5932,-9.3966,0.2143,1.0119,0.3961,93.4544,18.2054,2357.9913,0.2138,-0.2594,40.0,60.0,50.0,50.0,50.0,-0.9384,1.1561,0.2498,-0.0394,0.0213,50.0,50.0,51.5582,49.9095,False,False,False,50.0,50.7338,NOT ELITE
2022,645261,Sandy Alcantara,False,False,False,FILE,COMPLETE,SP,101.5,32,826,433,188,0.2543,False,True,97.9676,13.7814,2200.2764,5.8989,-12.0722,0.2425,-0.353,0.3309,98.6226,13.7814,2233.3039,0.2392,-0.3392,65.0,40.0,45.0,55.0,50.0,1.5262,-0.8459,-0.6712,0.4659,-0.1827,50.0,55.0,50.0301,51.4162,False,False,False,55.0,50.7231,NOT ELITE
2020,601713,Nick Pivetta,False,False,True,PHI,COMPLETE,RP,30.0,4,62,28,14,0.5299,True,False,93.4145,19.5677,2353.7742,6.6935,-7.8852,0.1786,-4.2435,0.3545,94.397,19.5677,2403.3155,0.2019,-0.5405,45.0,70.0,55.0,45.0,45.0,-0.4889,1.7726,0.5846,-0.2765,-0.6976,55.0,45.0,56.2276,45.1294,False,False,False,50.0,50.6785,NOT ELITE
2021,621249,Duane Underwood,False,False,False,INCIDENTAL,PARTIAL,RP,36.0,12,52,29,9,0.4522,True,False,94.875,16.1585,2183.5,6.5192,-7.6615,0.2414,4.1673,0.3936,95.6938,16.1585,2224.7844,0.2231,-0.1228,50.0,50.0,45.0,50.0,55.0,0.1295,0.2298,-0.7341,0.1447,0.3708,50.0,55.0,48.7504,52.578,False,False,False,55.0,50.6642,NOT ELITE
2025,686701,Ryan Bergert,False,False,False,VS_PHI,PARTIAL,SP,79.0,3,100,52,27,0.4367,False,True,93.399,18.618,2413.45,6.405,-8.0328,0.1923,-0.931,0.4141,93.5628,18.618,2421.7069,0.2034,-0.3795,40.0,65.0,55.0,50.0,45.0,-0.8867,1.3428,0.7204,-0.2482,-0.2859,55.0,50.0,53.9216,47.3296,False,False,False,55.0,50.6256,NOT ELITE
2018,488984,Tommy Hunter,False,False,True,PHI,COMPLETE,RP,15.0,38,82,46,17,0.0856,True,False,96.178,16.061,2409.8171,6.3439,-6.9541,0.1304,-2.2256,0.4728,97.4881,16.061,2475.8721,0.1761,-0.4621,60.0,50.0,60.0,40.0,45.0,0.9851,0.1857,1.1205,-0.791,-0.4971,55.0,45.0,57.6377,43.5598,False,False,False,50.0,50.5988,NOT ELITE
2018,641745,Brad Keller,False,True,False,FILE,COMPLETE,RP,43.0,41,993,462,265,0.4437,False,True,94.3248,13.5869,2297.3266,6.0006,-0.9207,0.1905,0.66,0.3283,95.6348,13.5869,2363.3817,0.193,0.1441,50.0,40.0,55.0,45.0,60.0,0.1014,-0.9339,0.2896,-0.4551,1.0535,50.0,55.0,48.1902,52.9919,False,False,False,55.0,50.591,NOT ELITE
2021,656731,Tylor Megill,False,False,False,VS_PHI,PARTIAL,SP,79.0,5,63,29,9,0.4922,True,False,94.4048,16.9486,2156.4921,7.2349,-10.4971,0.3103,0.1794,0.528,95.2235,16.9486,2197.7765,0.2466,-0.3007,50.0,55.0,40.0,55.0,50.0,-0.0948,0.5873,-0.9336,0.6133,-0.0843,50.0,55.0,48.5298,52.6448,False,False,False,55.0,50.5873,NOT ELITE
2026,696149,Bubba Chandler,False,False,False,VS_PHI,PARTIAL,SP,87.0,3,78,37,20,0.4262,True,False,98.2128,18.1323,2388.0385,6.6987,-8.7154,0.0541,-1.8346,0.4452,98.2128,18.1323,2388.0385,0.1502,-0.4298,65.0,60.0,55.0,35.0,45.0,1.3308,1.123,0.4717,-1.3081,-0.4144,60.0,40.0,59.7517,41.3877,True,False,False,50.0,50.5697,SHAPE-ONLY
2019,622694,Elieser Hernandez,False,False,False,VS_PHI,PARTIAL,SP,82.0,7,162,75,28,0.5382,False,True,91.0796,17.8333,2248.3272,6.066,-7.8341,0.2533,0.9204,0.4025,92.2259,17.8333,2306.1254,0.2363,-0.1662,35.0,60.0,50.0,55.0,55.0,-1.5243,0.9877,-0.1333,0.4092,0.2598,50.0,55.0,47.7672,53.3446,False,False,False,55.0,50.5559,NOT ELITE
2025,621051,Steven Wilson,False,False,False,INCIDENTAL,PARTIAL,RP,13.5,31,53,38,30,0.3136,True,False,93.8415,18.6385,2485.3019,6.7019,-6.6475,0.0526,3.2623,0.3655,94.0053,18.6385,2493.5588,0.1486,-0.1612,45.0,65.0,65.0,35.0,55.0,-0.6757,1.3521,1.2512,-1.3399,0.2726,60.0,45.0,56.425,44.6633,True,False,False,55.0,50.5442,SHAPE-ONLY
2019,502522,Justin Miller,False,False,False,VS_PHI,PARTIAL,RP,21.5,6,60,33,15,0.6186,True,False,92.1767,17.69,2388.3,6.3567,-6.252,0.1515,2.0517,0.225,93.3229,17.69,2446.0982,0.1906,-0.2038,40.0,60.0,60.0,45.0,50.0,-1.0011,0.9229,0.9006,-0.5024,0.1637,55.0,50.0,52.7411,48.3065,False,False,False,55.0,50.5238,NOT ELITE
2023,673540,Kodai Senga,False,False,False,VS_PHI,PARTIAL,SP,101.0,10,129,66,22,0.3862,False,True,96.0527,16.5498,2292.845,6.4504,-8.7935,0.1515,1.4287,0.305,96.544,16.5498,2317.6156,0.18,-0.1417,55.0,55.0,50.0,45.0,55.0,0.5349,0.4069,-0.0484,-0.713,0.3224,55.0,50.0,52.9778,48.047,False,False,False,55.0,50.5124,NOT ELITE
