game_year,pitcher,name,is_cohort,on_phi_2026,phi_season,frame,coverage,role,med_pitches_per_outing,games,n,swings,pa_end,usage,thin,pop_member,velo,ivb_in,spin,ext,hb_in,whiff_rate,rv100,xwoba,velo_final,ivb_in_final,spin_final,whiff_rate_final,rv100_final,g_velo,g_ivb_in,g_spin,g_whiff_rate,g_rv100,z_velo,z_ivb_in,z_spin,z_whiff_rate,z_rv100,shape_grade,results_grade,shape_score,results_score,ff_elite_shape_flag,ff_elite_results_flag,ff_elite_archetype_flag,ff_elite_composite,efc_score,archetype_tier
2025,676661,Max Lazar,False,True,True,PHI,COMPLETE,RP,16.0,36,357,172,105,0.5526,False,True,94.493,16.3445,2498.535,6.9585,-1.1425,0.157,-0.288,0.4026,94.6567,16.3445,2506.7919,0.1709,-0.3186,45.0,55.0,65.0,40.0,50.0,-0.365,0.314,1.3489,-0.8952,-0.1299,55.0,45.0,54.3261,44.8741,False,False,False,50.0,49.6001,NOT ELITE
2020,621107,Zach Eflin,False,False,True,PHI,COMPLETE,SP,88.0,11,88,42,12,0.0964,True,False,94.2943,13.7005,2160.2614,6.7511,-10.8055,0.3333,0.7693,0.4732,95.2768,13.7005,2209.8027,0.2649,-0.2462,50.0,40.0,40.0,60.0,50.0,-0.0693,-0.8826,-0.8448,0.978,0.0552,45.0,55.0,44.011,55.166,False,False,False,50.0,49.5885,NOT ELITE
2022,656322,Sam Coonrod,False,False,True,PHI,COMPLETE,RP,17.5,12,82,44,8,0.3475,True,False,97.022,16.1459,2230.9024,6.5146,-10.5937,0.1818,-1.8012,0.4878,97.677,16.1459,2263.93,0.1996,-0.4322,60.0,50.0,45.0,45.0,45.0,1.0752,0.2241,-0.445,-0.3225,-0.4207,50.0,45.0,52.8477,46.284,False,False,False,50.0,49.5659,NOT ELITE
2022,666201,MLBAM 666201,False,False,False,INCIDENTAL,PARTIAL,UNK,,10,58,29,11,0.3625,True,False,94.15,15.989,2357.7069,6.6621,-5.1683,0.1724,0.1707,0.4393,94.805,15.989,2390.7344,0.1996,-0.3033,45.0,50.0,55.0,45.0,50.0,-0.2943,0.1531,0.4916,-0.3238,-0.0908,50.0,50.0,51.1679,47.9269,False,False,False,50.0,49.5474,NOT ELITE
2024,680570,MLBAM 680570,False,False,False,VS_PHI,PARTIAL,SP,99.0,4,76,45,16,0.5802,True,False,96.3382,14.8658,2260.7895,7.3803,-13.1874,0.1778,2.0368,0.374,96.6657,14.8658,2277.3032,0.1977,-0.1736,55.0,45.0,45.0,45.0,50.0,0.593,-0.3552,-0.3462,-0.3619,0.2408,50.0,50.0,49.6385,49.3947,False,False,False,50.0,49.5166,NOT ELITE
2024,683155,MLBAM 683155,False,False,False,VS_PHI,PARTIAL,SP,91.0,7,76,45,11,0.539,True,False,92.4079,16.5332,2364.2763,6.0224,-8.9337,0.1778,3.4461,0.1898,92.7354,16.5332,2380.7901,0.1977,-0.0813,35.0,55.0,55.0,45.0,55.0,-1.2813,0.3993,0.4182,-0.3619,0.477,50.0,50.0,48.4542,50.5759,False,False,False,50.0,49.515,NOT ELITE
2022,669212,Eli Morgan,False,False,False,INCIDENTAL,PARTIAL,UNK,,18,58,30,10,0.6237,True,False,92.3897,17.0483,2271.2931,6.2259,-11.1062,0.2333,1.9724,0.2879,93.0447,17.0483,2304.3206,0.2205,-0.2117,40.0,55.0,50.0,50.0,50.0,-1.1338,0.6325,-0.1466,0.0931,0.1433,50.0,50.0,47.84,51.1819,False,False,False,50.0,49.511,NOT ELITE
2021,605441,Yacksel Ríos,False,False,False,FILE,COMPLETE,RP,22.0,23,135,62,21,0.2948,False,True,96.8689,16.2791,2051.963,6.2304,-8.3111,0.2581,-1.2148,0.4978,97.6877,16.2791,2093.2474,0.2369,-0.4268,60.0,55.0,35.0,55.0,45.0,1.0803,0.2844,-1.7057,0.4214,-0.4068,50.0,50.0,48.8632,50.0727,False,False,False,50.0,49.468,NOT ELITE
2026,681190,Randy Vásquez,False,False,False,VS_PHI,PARTIAL,SP,91.5,4,60,34,15,0.303,True,False,94.6883,17.04,2418.05,6.0833,-9.108,0.0882,1.6383,0.2561,94.6883,17.04,2418.05,0.1663,-0.2255,45.0,55.0,55.0,40.0,50.0,-0.35,0.6287,0.6934,-0.9871,0.1082,50.0,45.0,53.2405,45.6056,False,False,False,50.0,49.423,NOT ELITE
2018,548389,Ross Stripling,False,False,False,VS_PHI,PARTIAL,SP,95.5,7,94,44,15,0.3507,True,False,91.4372,17.8404,2298.3191,6.0798,-3.0651,0.1818,0.8191,0.3207,92.7473,17.8404,2364.3742,0.1996,-0.237,35.0,60.0,55.0,45.0,50.0,-1.2756,0.9909,0.2969,-0.3225,0.0786,50.0,50.0,50.0408,48.7806,False,False,False,50.0,49.4107,NOT ELITE
2022,571710,Mychal Givens,False,False,False,VS_PHI,PARTIAL,RP,13.0,13,50,28,10,0.5208,True,False,93.078,12.0984,2433.26,6.394,-7.092,0.3571,-1.044,0.3477,93.733,12.0984,2466.2875,0.2614,-0.3602,40.0,35.0,60.0,60.0,50.0,-0.8056,-1.6075,1.0497,0.9088,-0.2364,45.0,55.0,45.4554,53.3618,False,False,False,50.0,49.4086,NOT ELITE
2018,545333,Trevor Bauer,False,False,False,INCIDENTAL,PARTIAL,UNK,,13,79,34,16,0.3798,True,False,95.0468,16.8744,2298.2405,6.2506,-8.1797,0.1176,-1.3797,0.3737,96.3569,16.8744,2364.2956,0.1774,-0.4001,55.0,55.0,55.0,40.0,45.0,0.4457,0.5538,0.2964,-0.7658,-0.3384,55.0,45.0,54.3194,44.4787,False,False,False,50.0,49.3991,NOT ELITE
2022,677651,MLBAM 677651,False,False,False,INCIDENTAL,PARTIAL,UNK,,9,57,31,13,0.5182,True,False,94.3632,17.6295,2385.1228,6.0439,-7.7453,0.1613,-5.1263,0.4289,95.0182,17.6295,2418.1503,0.195,-0.5684,50.0,60.0,55.0,45.0,40.0,-0.1927,0.8955,0.6942,-0.4151,-0.769,55.0,45.0,54.6564,44.0794,False,False,False,50.0,49.3679,NOT ELITE
2019,641755,Tyler Kinley,False,False,False,VS_PHI,PARTIAL,RP,18.5,10,78,30,12,0.4643,True,False,94.7885,18.2754,2281.2564,5.0949,-3.3769,0.0667,-0.7141,0.2625,95.9347,18.2754,2339.0546,0.1624,-0.3545,50.0,60.0,50.0,40.0,50.0,0.2444,1.1878,0.1099,-1.0646,-0.2219,55.0,45.0,55.1402,43.5672,False,False,False,50.0,49.3537,NOT ELITE
2023,605400,Aaron Nola,False,True,True,PHI,COMPLETE,SP,98.0,32,904,402,135,0.2928,False,True,92.7298,15.1692,2304.8226,6.8979,-12.2007,0.2189,0.244,0.3828,93.221,15.1692,2329.5933,0.2183,-0.0682,40.0,50.0,50.0,50.0,55.0,-1.0497,-0.2179,0.04,0.0488,0.5105,45.0,55.0,45.9082,52.7963,False,False,False,50.0,49.3522,NOT ELITE
2019,625643,Reynaldo Lopez,False,False,False,INCIDENTAL,PARTIAL,SP,95.0,17,181,100,39,0.5728,False,True,95.5978,14.7898,2151.1105,6.0652,-9.6935,0.18,1.7652,0.3601,96.7441,14.7898,2208.9087,0.1921,-0.029,55.0,45.0,40.0,45.0,55.0,0.6303,-0.3896,-0.8514,-0.4731,0.6108,45.0,50.0,47.9646,50.6883,False,False,False,50.0,49.3265,NOT ELITE
2019,645261,Sandy Alcantara,False,False,False,FILE,COMPLETE,SP,96.5,32,933,470,254,0.3018,False,True,95.6217,14.9547,2356.3976,5.7383,-9.3155,0.166,-0.2319,0.3398,96.7679,14.9547,2414.1958,0.171,-0.2839,55.0,45.0,55.0,40.0,50.0,0.6417,-0.315,0.6649,-0.8926,-0.0413,50.0,45.0,53.3057,45.3307,False,False,False,50.0,49.3182,NOT ELITE
2025,614179,José Ruiz,False,False,True,PHI,COMPLETE,RP,15.5,15,92,48,27,0.3695,True,False,95.6978,17.6257,2311.3587,6.112,-6.2504,0.2708,-6.8935,0.4924,95.8616,17.6257,2319.6156,0.24,-0.8424,50.0,60.0,50.0,55.0,35.0,0.2095,0.8937,-0.0337,0.4821,-1.4698,55.0,45.0,53.5652,45.0618,False,False,False,50.0,49.3135,NOT ELITE
2025,592332,Kevin Gausman,False,False,False,VS_PHI,PARTIAL,SP,95.0,5,75,38,18,0.5319,True,False,94.884,15.8752,2293.04,6.66,-10.904,0.2632,-2.2267,0.4829,95.0478,15.8752,2301.2969,0.2336,-0.4515,50.0,50.0,50.0,55.0,45.0,-0.1786,0.1016,-0.169,0.355,-0.47,50.0,50.0,49.1801,49.425,False,False,False,50.0,49.3026,NOT ELITE
2022,592332,Kevin Gausman,False,False,False,INCIDENTAL,PARTIAL,SP,89.0,10,98,59,16,0.4828,True,False,95.2245,17.7024,2250.1633,6.4622,-10.6163,0.1525,-0.4663,0.3651,95.8795,17.7024,2283.1908,0.1823,-0.3401,50.0,60.0,45.0,45.0,50.0,0.2181,0.9285,-0.3027,-0.668,-0.1849,50.0,50.0,52.8127,45.7355,False,False,False,50.0,49.2741,NOT ELITE
2024,675911,Spencer Strider,False,False,False,FILE,COMPLETE,SP,89.0,2,91,53,21,0.5112,True,False,96.2802,17.3196,2259.8901,6.9242,-11.3749,0.1698,-1.9626,0.4722,96.6077,17.3196,2276.4039,0.1923,-0.4552,55.0,60.0,45.0,45.0,45.0,0.5653,0.7552,-0.3529,-0.4681,-0.4795,55.0,45.0,53.2256,45.262,False,False,False,50.0,49.2438,NOT ELITE
2021,621107,Zach Eflin,False,False,True,PHI,COMPLETE,SP,88.5,18,200,89,27,0.1238,False,True,93.1055,13.9578,2149.39,6.7205,-10.1868,0.3146,0.4035,0.3251,93.9243,13.9578,2190.6744,0.2756,-0.2146,45.0,40.0,40.0,60.0,50.0,-0.7143,-0.7661,-0.9861,1.1911,0.1361,40.0,55.0,41.7782,56.6359,False,False,False,50.0,49.2071,NOT ELITE
2023,592332,Kevin Gausman,False,False,False,VS_PHI,PARTIAL,SP,91.5,11,149,83,28,0.4745,False,True,95.5503,16.5809,2316.6779,6.5544,-11.4765,0.1325,0.5651,0.2804,96.0416,16.5809,2341.4485,0.1652,-0.2206,55.0,55.0,50.0,40.0,50.0,0.2954,0.421,0.1276,-1.0084,0.1206,55.0,45.0,52.8131,45.5611,False,False,False,50.0,49.1871,NOT ELITE
2021,547001,Cody Poteet,False,False,False,VS_PHI,PARTIAL,SP,85.0,2,57,32,10,0.5278,True,False,93.7439,16.4989,2413.8421,5.886,-6.4821,0.1562,-3.0579,0.3433,94.5626,16.4989,2455.1265,0.1928,-0.465,45.0,55.0,60.0,45.0,45.0,-0.4099,0.3839,0.9673,-0.4593,-0.5046,55.0,45.0,53.1374,45.1808,False,False,False,50.0,49.1591,NOT ELITE
2018,472610,Luis García,False,False,True,PHI,COMPLETE,RP,11.0,43,118,62,24,0.1545,False,True,97.1386,12.5505,2121.5789,6.5167,-8.9179,0.2258,1.1847,0.41,98.4486,12.5505,2187.634,0.22,-0.18,65.0,35.0,40.0,50.0,50.0,1.4432,-1.4029,-1.0085,0.0838,0.2244,45.0,50.0,46.7724,51.5408,False,False,False,50.0,49.1566,NOT ELITE
2019,607457,Kyle Barraclough,False,False,False,VS_PHI,PARTIAL,RP,14.0,9,56,28,8,0.6222,True,False,93.4589,15.4757,2369.0536,6.1804,-6.5443,0.1786,-1.2429,0.6641,94.6052,15.4757,2426.8518,0.2019,-0.3736,45.0,50.0,60.0,45.0,45.0,-0.3896,-0.0792,0.7584,-0.2765,-0.2706,50.0,45.0,50.9654,47.2644,False,False,False,50.0,49.1149,NOT ELITE
2019,453284,Blake Parker,False,False,True,PHI,COMPLETE,RP,16.0,29,189,89,32,0.4447,False,True,90.818,15.8324,2142.5873,6.9079,-2.6,0.2697,1.7804,0.3683,91.9643,15.8324,2200.3855,0.248,-0.0154,35.0,50.0,40.0,55.0,55.0,-1.649,0.0822,-0.9144,0.6415,0.6454,40.0,55.0,41.7294,56.4349,False,False,False,50.0,49.0822,NOT ELITE
2019,502188,Jeff Samardzija,False,False,False,VS_PHI,PARTIAL,SP,96.5,6,80,35,12,0.2963,True,False,91.8038,15.0465,2566.425,6.13,-10.587,0.1429,-1.1062,0.5496,92.95,15.0465,2624.2232,0.1864,-0.3821,40.0,45.0,70.0,45.0,45.0,-1.1789,-0.2734,2.2163,-0.5858,-0.2925,50.0,45.0,52.5465,45.6085,False,False,False,50.0,49.0775,NOT ELITE
2019,592791,Jameson Taillon,False,False,False,FILE,COMPLETE,SP,80.0,7,148,76,34,0.2667,False,True,94.6554,13.3159,2328.3041,6.1689,-1.2122,0.2368,-0.8554,0.3215,95.8017,13.3159,2386.1022,0.227,-0.3919,50.0,40.0,55.0,50.0,45.0,0.1809,-1.0566,0.4574,0.2226,-0.3176,50.0,50.0,48.6061,49.5247,False,False,False,50.0,49.0654,NOT ELITE
2021,543475,Jordan Lyles,False,False,False,INCIDENTAL,PARTIAL,UNK,,9,73,41,18,0.4932,True,False,93.1219,18.0049,2256.3014,6.7699,-7.6504,0.1707,0.137,0.3818,93.9407,18.0049,2297.5858,0.1955,-0.2993,45.0,60.0,50.0,45.0,50.0,-0.7065,1.0654,-0.1964,-0.4049,-0.0806,50.0,50.0,50.5415,47.573,False,False,False,50.0,49.0572,NOT ELITE
2018,621107,Zach Eflin,False,False,True,PHI,COMPLETE,SP,84.5,24,947,461,157,0.4642,False,True,94.6265,14.2327,2196.2904,6.4928,-9.1478,0.1974,0.229,0.3767,95.9365,14.2327,2262.3455,0.1992,-0.0686,50.0,45.0,45.0,45.0,55.0,0.2453,-0.6417,-0.4567,-0.332,0.5095,45.0,50.0,47.1563,50.8874,False,False,False,50.0,49.0219,NOT ELITE
2023,641401,Connor Brogdon,False,False,True,PHI,COMPLETE,RP,19.0,27,177,86,30,0.3254,False,True,94.7379,15.9736,2264.7345,6.9271,-10.9736,0.2326,-1.1723,0.5346,95.2291,15.9736,2289.5051,0.2251,-0.4471,50.0,50.0,45.0,50.0,45.0,-0.0921,0.1461,-0.2561,0.1847,-0.4587,50.0,50.0,49.3264,48.6301,False,False,False,50.0,48.9783,NOT ELITE
2021,643377,MLBAM 643377,False,False,False,INCIDENTAL,PARTIAL,UNK,,6,58,32,14,0.5577,True,False,92.4138,15.5979,2296.7586,5.8793,-12.7428,0.1875,4.4207,0.1276,93.2326,15.5979,2338.043,0.2041,-0.0874,40.0,50.0,50.0,50.0,55.0,-1.0442,-0.0239,0.1024,-0.233,0.4614,45.0,55.0,46.7812,51.1423,False,False,False,50.0,48.9618,NOT ELITE
2018,592468,MLBAM 592468,False,False,False,VS_PHI,PARTIAL,SP,84.0,7,56,30,7,0.3784,True,False,92.1,16.2536,2288.0536,5.5,-5.7729,0.1667,3.0107,0.3397,93.41,16.2536,2354.1086,0.1973,-0.1646,40.0,55.0,50.0,45.0,55.0,-0.9596,0.2728,0.2211,-0.37,0.264,50.0,50.0,48.4478,49.47,False,False,False,50.0,48.9589,NOT ELITE
2024,670102,MLBAM 670102,False,False,False,VS_PHI,PARTIAL,SP,89.0,4,50,31,17,0.4348,True,False,92.17,17.6016,2333.74,6.788,-3.96,0.2258,-1.19,0.3893,92.4975,17.6016,2350.2538,0.2179,-0.3666,35.0,60.0,50.0,50.0,45.0,-1.3947,0.8828,0.1926,0.0426,-0.2529,50.0,50.0,48.9358,48.9487,False,False,False,50.0,48.9423,NOT ELITE
2026,453286,Max Scherzer,False,False,False,VS_PHI,PARTIAL,SP,83.0,2,75,40,16,0.4518,True,False,93.8813,16.6784,2334.1333,6.228,-8.3392,0.225,-1.4787,0.3054,93.8813,16.6784,2334.1333,0.2183,-0.4031,45.0,55.0,50.0,50.0,45.0,-0.7348,0.4651,0.0736,0.0506,-0.3461,50.0,50.0,49.346,48.5224,False,False,False,50.0,48.9342,NOT ELITE
2022,672578,Carlos Hernández,False,False,False,FILE,COMPLETE,RP,25.0,27,513,237,115,0.4957,False,True,96.7922,17.2318,2366.8783,6.5923,-8.2267,0.1814,-1.806,0.4149,97.4472,17.2318,2399.9058,0.1876,-0.8033,60.0,55.0,55.0,45.0,35.0,0.9657,0.7155,0.5594,-0.5625,-1.3699,55.0,40.0,57.4685,40.3378,False,False,False,50.0,48.9032,NOT ELITE
2025,689017,Landon Knack,False,False,False,TEAM,COMPLETE,SP,80.5,10,375,175,90,0.4851,False,True,93.0875,19.0362,2401.5493,5.9528,-6.6432,0.1543,-0.4789,0.419,93.2512,19.0362,2409.8062,0.1687,-0.3673,40.0,65.0,55.0,40.0,45.0,-1.0353,1.532,0.6325,-0.9395,-0.2545,55.0,45.0,53.7642,44.0299,False,False,False,50.0,48.897,NOT ELITE
2021,621242,Edwin Díaz,False,False,False,VS_PHI,PARTIAL,RP,13.0,17,109,50,16,0.6488,False,True,98.4615,11.9174,2266.1193,7.1725,-15.0396,0.24,-2.5009,0.5057,99.2802,11.9174,2307.4037,0.226,-0.5272,70.0,35.0,50.0,50.0,45.0,1.8398,-1.6894,-0.1239,0.204,-0.6635,50.0,50.0,50.0883,47.7025,False,False,False,50.0,48.8954,NOT ELITE
2024,605447,Jordan Romano,False,False,False,FILE,COMPLETE,RP,15.0,14,103,46,29,0.4791,False,True,96.3718,17.8416,2247.4466,7.5398,-6.2703,0.0652,1.1068,0.4681,96.6993,17.8416,2263.9604,0.1468,-0.204,55.0,60.0,45.0,35.0,50.0,0.609,0.9914,-0.4448,-1.3768,0.163,55.0,45.0,53.8523,43.931,False,False,False,50.0,48.8917,NOT ELITE
2026,801403,Chase Dollander,False,False,False,VS_PHI,PARTIAL,SP,80.0,2,53,29,16,0.3312,True,False,98.4585,12.1721,2311.9245,6.3849,-11.2709,0.2069,-0.8189,0.3072,98.4585,12.1721,2311.9245,0.2113,-0.3515,65.0,35.0,50.0,50.0,50.0,1.4479,-1.5742,-0.0905,-0.0895,-0.2142,50.0,50.0,49.2775,48.4814,False,False,False,50.0,48.8794,NOT ELITE
2025,673540,Kodai Senga,False,False,False,INCIDENTAL,PARTIAL,SP,93.0,2,65,33,15,0.3351,True,False,95.0431,16.7594,2406.2154,6.4538,-8.4129,0.1212,-2.2892,0.5521,95.2068,16.7594,2414.4723,0.1794,-0.4396,50.0,55.0,55.0,45.0,45.0,-0.1027,0.5017,0.667,-0.7262,-0.4395,55.0,45.0,53.5533,44.1717,False,False,False,50.0,48.8625,NOT ELITE
2022,554340,Yimi Garcia,False,False,False,INCIDENTAL,PARTIAL,RP,20.0,13,51,33,10,0.4811,True,False,94.6804,13.5012,2453.2745,5.7451,-9.1576,0.1212,2.2863,0.4411,95.3354,13.5012,2486.302,0.1794,-0.2111,50.0,40.0,60.0,45.0,50.0,-0.0414,-0.9727,1.1976,-0.7262,0.1449,50.0,50.0,50.6114,47.0938,False,False,False,50.0,48.8526,NOT ELITE
2021,605452,Joe Ross,False,False,False,FILE,COMPLETE,SP,86.0,20,272,130,51,0.16,False,True,93.6103,14.5138,2127.9596,6.5665,-5.6144,0.3769,-2.5279,0.3195,94.4291,14.5138,2169.244,0.3277,-0.7699,45.0,45.0,40.0,70.0,35.0,-0.4736,-0.5145,-1.1444,2.2305,-1.2844,45.0,55.0,42.8917,54.7303,False,False,False,50.0,48.811,NOT ELITE
2023,682967,Devin Sweet,False,False,False,FILE,COMPLETE,RP,21.0,7,83,30,24,0.5,True,False,92.8651,19.2824,2171.2771,6.5301,-6.0781,0.2,-0.2807,0.3635,93.3563,19.2824,2196.0478,0.2089,-0.3252,40.0,65.0,40.0,50.0,50.0,-0.9852,1.6435,-0.9464,-0.1385,-0.147,50.0,50.0,49.0396,48.5727,False,False,False,50.0,48.8062,NOT ELITE
2021,660623,Huascar Ynoa,False,False,False,VS_PHI,PARTIAL,SP,53.0,5,66,31,18,0.44,True,False,96.7439,17.0091,2177.6212,6.0788,-7.5018,0.0,4.1712,0.3979,97.5627,17.0091,2218.9056,0.1376,-0.0703,60.0,55.0,40.0,35.0,55.0,1.0207,0.6147,-0.7776,-1.5596,0.5051,50.0,45.0,52.8596,44.7273,False,False,False,50.0,48.7935,NOT ELITE
2020,669456,Shane Bieber,False,False,False,INCIDENTAL,PARTIAL,UNK,,7,50,25,12,0.4673,True,False,93.812,18.1488,2346.48,6.592,-9.0432,0.04,-1.478,0.4914,94.7945,18.1488,2396.0213,0.1601,-0.3793,45.0,60.0,55.0,40.0,45.0,-0.2993,1.1305,0.5307,-1.1108,-0.2854,55.0,45.0,54.5394,43.0188,False,False,False,50.0,48.7791,NOT ELITE
2018,425844,Zack Greinke,False,False,False,VS_PHI,PARTIAL,SP,100.0,11,147,52,29,0.4804,False,True,89.5361,17.3984,2341.4898,5.9082,-2.0196,0.1538,2.2735,0.2946,90.8461,17.3984,2407.5449,0.1849,-0.0178,30.0,60.0,55.0,45.0,55.0,-2.1823,0.7909,0.6158,-0.617,0.6393,50.0,50.0,47.4148,50.1114,False,False,False,50.0,48.7631,NOT ELITE
2025,801403,Chase Dollander,False,False,False,INCIDENTAL,PARTIAL,UNK,,5,127,61,33,0.4774,False,True,98.4268,11.4227,2441.9528,6.085,-12.0274,0.1475,-0.2102,0.3772,98.5905,11.4227,2450.2096,0.1792,-0.3162,65.0,30.0,60.0,45.0,50.0,1.5109,-1.9133,0.931,-0.73,-0.124,50.0,50.0,51.7617,45.7301,False,False,False,50.0,48.7459,NOT ELITE
2019,663978,Chris Paddack,False,False,False,VS_PHI,PARTIAL,SP,92.0,4,125,69,16,0.5814,False,True,93.5448,17.8771,2212.688,6.7272,-7.7952,0.2029,-1.7016,0.5578,94.6911,17.8771,2270.4862,0.2077,-0.4706,45.0,60.0,45.0,50.0,45.0,-0.3487,1.0075,-0.3966,-0.1617,-0.5189,50.0,50.0,50.8743,46.597,False,False,False,50.0,48.7357,NOT ELITE
2023,608337,Lucas Giolito,False,False,False,VS_PHI,PARTIAL,SP,104.0,11,155,64,25,0.4294,False,True,93.1729,18.6201,2197.3161,6.9084,-5.7724,0.1719,0.5774,0.4103,93.6642,18.6201,2222.0868,0.1914,-0.2153,40.0,65.0,40.0,45.0,50.0,-0.8384,1.3438,-0.7541,-0.4873,0.1343,50.0,50.0,49.1711,48.2351,False,False,False,50.0,48.7031,NOT ELITE
2019,434671,Anibal Sanchez,False,False,False,VS_PHI,PARTIAL,SP,88.0,14,171,59,21,0.3065,False,True,89.931,17.6365,2253.6316,6.0953,-2.8365,0.2542,-0.0316,0.3291,91.0773,17.6365,2311.4298,0.2344,-0.2882,30.0,60.0,50.0,55.0,50.0,-2.072,0.8986,-0.0941,0.3713,-0.0522,45.0,55.0,45.775,51.5956,False,False,False,50.0,48.6853,NOT ELITE
2021,605400,Aaron Nola,False,True,True,PHI,COMPLETE,SP,95.0,32,1115,518,152,0.3753,False,True,92.8987,14.2028,2198.2099,6.9099,-13.2766,0.2239,0.3507,0.4364,93.7174,14.2028,2239.4943,0.2229,0.0159,40.0,45.0,45.0,50.0,55.0,-0.813,-0.6552,-0.6255,0.1419,0.7254,45.0,55.0,43.0211,54.3369,False,False,False,50.0,48.679,NOT ELITE
2018,605400,Aaron Nola,False,True,True,PHI,COMPLETE,SP,101.0,33,1171,546,185,0.3646,False,True,92.7324,12.4327,2116.3467,6.7095,-12.5763,0.1868,1.3698,0.3616,94.0424,12.4327,2182.4018,0.1893,0.5535,45.0,35.0,40.0,45.0,70.0,-0.658,-1.4563,-1.0472,-0.5283,2.1005,40.0,60.0,39.4617,57.8611,False,True,False,50.0,48.6614,RESULTS-ONLY
2019,670456,JD Hammer,False,False,True,PHI,COMPLETE,RP,15.0,19,185,77,26,0.5473,False,True,94.3584,16.4737,2234.1351,5.9168,-10.2532,0.1948,-0.9654,0.438,95.5046,16.4737,2291.9333,0.2027,-0.4215,50.0,55.0,50.0,45.0,45.0,0.0393,0.3724,-0.2381,-0.2608,-0.3932,50.0,45.0,50.5787,46.73,False,False,False,50.0,48.6543,NOT ELITE
2018,605540,Brandon Woodruff,False,False,False,VS_PHI,PARTIAL,SP,67.0,7,68,27,8,0.6126,True,False,94.2853,14.9047,2092.3824,6.3559,-9.2665,0.2593,1.9809,0.3081,95.5953,14.9047,2158.4374,0.2284,-0.1923,50.0,45.0,40.0,55.0,50.0,0.0825,-0.3376,-1.2242,0.2518,0.1931,45.0,55.0,45.0691,52.2243,False,False,False,50.0,48.6467,NOT ELITE
2018,518774,Matt Harvey,False,False,False,VS_PHI,PARTIAL,SP,89.0,11,106,55,22,0.3533,False,True,93.3302,16.1004,2138.7736,5.8717,-10.7423,0.2545,-0.5491,0.3538,94.6402,16.1004,2204.8287,0.2339,-0.3483,45.0,50.0,40.0,55.0,50.0,-0.3729,0.2035,-0.8815,0.3601,-0.206,45.0,55.0,46.4968,50.7708,False,False,False,50.0,48.6338,NOT ELITE
2021,663986,Trevor Stephan,False,False,False,INCIDENTAL,PARTIAL,UNK,,16,58,28,12,0.5686,True,False,96.3672,14.1103,2376.3966,6.6362,-9.029,0.1429,-3.681,0.5415,97.186,14.1103,2417.681,0.1901,-0.499,60.0,45.0,55.0,45.0,45.0,0.8411,-0.6971,0.6907,-0.5135,-0.5914,55.0,45.0,52.7824,44.4755,False,False,False,50.0,48.629,NOT ELITE
2026,641745,Brad Keller,False,True,True,PHI,COMPLETE,RP,16.0,31,170,70,33,0.3189,False,True,96.9794,14.5828,2400.9882,6.1006,-0.2005,0.2143,-2.9718,0.4089,96.9794,14.5828,2400.9882,0.214,-0.6871,55.0,45.0,55.0,50.0,40.0,0.7426,-0.4833,0.5674,-0.0364,-1.0725,50.0,45.0,52.7557,44.4554,False,False,False,50.0,48.6056,NOT ELITE
2019,670950,Trevor Richards,False,True,False,VS_PHI,PARTIAL,SP,80.0,7,81,29,7,0.401,True,False,90.9272,18.4874,2157.0494,6.3543,-7.7733,0.2759,-0.5247,0.445,92.0734,18.4874,2214.8476,0.2348,-0.3423,35.0,65.0,40.0,55.0,50.0,-1.597,1.2837,-0.8075,0.379,-0.1906,45.0,55.0,46.264,50.9421,False,False,False,50.0,48.603,NOT ELITE
2025,656427,Jack Flaherty,False,False,False,INCIDENTAL,PARTIAL,SP,95.0,3,80,37,20,0.4324,True,False,93.5038,15.717,2275.4375,6.6325,-5.3835,0.1622,4.0438,0.4529,93.6675,15.717,2283.6944,0.1932,-0.028,40.0,50.0,45.0,45.0,55.0,-0.8368,0.03,-0.299,-0.4515,0.6132,45.0,50.0,46.314,50.8082,False,False,False,50.0,48.5611,NOT ELITE
2019,543101,Anthony DeSclafani,False,False,False,INCIDENTAL,PARTIAL,SP,104.0,10,78,36,15,0.3714,True,False,95.2346,15.5738,2245.5,6.3026,-9.7062,0.1389,-0.1769,0.2596,96.3809,15.5738,2303.2982,0.1844,-0.3185,55.0,50.0,50.0,45.0,50.0,0.4572,-0.0348,-0.1542,-0.6262,-0.1297,50.0,50.0,50.8939,46.2208,False,False,False,50.0,48.5573,NOT ELITE
2019,657140,Kyle Wright,False,False,False,VS_PHI,PARTIAL,RP,48.0,5,59,25,9,0.513,True,False,94.3458,14.2292,2406.3898,6.3051,-7.3281,0.12,-1.0542,0.5592,95.492,14.2292,2464.188,0.1848,-0.3661,50.0,45.0,60.0,45.0,45.0,0.0333,-0.6433,1.0342,-0.6192,-0.2516,50.0,45.0,51.414,45.6462,False,False,False,50.0,48.5301,NOT ELITE
2019,591693,Edubray Ramos,False,False,True,PHI,COMPLETE,RP,12.5,18,104,47,10,0.3649,False,True,91.5048,12.7638,2420.0192,6.0971,-2.3504,0.2766,-0.1856,0.3031,92.6511,12.7638,2477.8174,0.2423,-0.3161,35.0,35.0,60.0,55.0,50.0,-1.3215,-1.3064,1.1349,0.5285,-0.1237,45.0,55.0,45.0233,52.0243,False,False,False,50.0,48.5238,NOT ELITE
