game_date,stand,pitch_type,pitch_name,plate_x,plate_z,release_speed,pfx_x,pfx_z,description,zone,balls,strikes
2026-08-10,L,FF,4-Seam Fastball,-0.0525139313742892,3.170510263556406,95.5,-0.19,1.12,called_strike,2.0,3,0
2026-08-10,L,CH,Changeup,-2.127358372919983,4.299442910120463,89.9,-0.94,0.21,ball,11.0,2,0
2026-08-10,L,SI,Sinker,1.6525212721567977,0.891734130121846,94.3,-1.02,0.59,ball,14.0,1,0
2026-08-10,L,SI,Sinker,0.70275107369946,1.5205490761208018,95.2,-0.98,0.76,ball,9.0,0,0
2026-08-10,L,CH,Changeup,0.1077991015125712,1.8652812216474048,91.7,-0.9,0.34,hit_into_play,8.0,0,2
2026-08-10,L,ST,Sweeper,-0.0360389791715426,3.276326314685736,83.8,1.09,0.26,foul,11.0,0,1
2026-08-10,L,FF,4-Seam Fastball,0.1137710631950154,3.557460542984778,96.6,-0.1,1.24,foul,12.0,0,0
2026-08-10,L,CH,Changeup,-0.8594734606799961,2.6009132368001,90.1,-0.84,0.42,hit_into_play,11.0,1,0
2026-08-10,L,FF,4-Seam Fastball,0.8825995748255903,2.1702742226209133,96.5,0.01,1.32,ball,14.0,0,0
2026-08-10,R,FF,4-Seam Fastball,0.3276615329645205,1.4916775510321316,95.0,-0.16,1.24,hit_into_play,9.0,2,0
2026-08-10,R,ST,Sweeper,1.083708324065768,2.801151287791283,83.2,1.55,0.18,ball,12.0,1,0
2026-08-10,R,SI,Sinker,1.184848589507165,0.3949381433079206,96.1,-1.07,1.07,ball,14.0,0,0
2026-08-10,R,SL,Slider,0.410440513858146,2.438445935716968,85.6,0.59,-0.02,hit_into_play,6.0,2,1
2026-08-10,R,ST,Sweeper,0.6667493384810901,1.521054911004072,81.5,1.24,0.6,called_strike,9.0,2,0
2026-08-10,R,FF,4-Seam Fastball,-0.5795675066358955,0.604230491706071,96.6,-0.53,1.09,ball,13.0,1,0
2026-08-10,R,FF,4-Seam Fastball,0.4259862986528128,0.8304774440964058,96.1,-0.24,1.37,ball,14.0,0,0
2026-08-10,L,CH,Changeup,-1.2126804148837866,2.68310780196365,91.4,-1.23,0.33,hit_into_play,11.0,2,2
2026-08-10,L,CH,Changeup,-0.3855993487404339,2.811531123436021,90.4,-0.76,0.08,foul,1.0,2,2
2026-08-10,L,ST,Sweeper,0.8521902938927222,2.572889535459268,83.3,1.4,0.24,foul,12.0,2,2
2026-08-10,L,ST,Sweeper,0.6009422045467374,2.486021589060873,82.4,1.33,0.37,swinging_strike,6.0,2,1
2026-08-10,L,CH,Changeup,-0.4184777612591652,3.782343355465128,89.1,-1.1,0.23,ball,11.0,1,1
2026-08-10,L,CH,Changeup,1.4539329981226696,0.5165848703327205,90.0,-0.99,0.08,ball,14.0,0,1
2026-08-10,L,FF,4-Seam Fastball,-0.8025344036546292,1.8658348011550383,94.5,-0.01,1.25,called_strike,7.0,0,0
2026-08-10,R,CH,Changeup,-0.2215851363169716,2.43831104866002,90.9,-0.99,0.26,swinging_strike,5.0,2,2
2026-08-10,R,SI,Sinker,0.7265404955355292,1.2767538814679953,95.9,-1.19,0.91,ball,14.0,1,2
2026-08-10,R,ST,Sweeper,0.3960334970755097,1.6514485517742874,80.7,1.28,-0.15,foul,9.0,1,1
2026-08-10,R,FF,4-Seam Fastball,1.672632052967412,1.2566749258518202,96.4,-0.02,1.15,ball,14.0,0,1
